# Migration Report
# Generated: 2026-08-04T04:52:25.297Z
# Elapsed: 5.2s
# Migrated: 2 | Skipped: 1580 | Errors: 0
#
SKIPPED | BIO/101/2023/Bio101-Topic 1-Chemistry of water (By Dr. Rajesh Ramchandran).ppt |  |  | Already QPR-LFS-R2
SKIPPED | IDC/351/unknown/edit/logo.png |  |  | Already QPR-LFS-R2
SKIPPED | IDC/402/2025/Assignment2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/402/2025/idc402_endsem_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/402/2026/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/403/2026/Midsem/IDC403 Protein Engineering MS1.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2024/Endsem/Endsem24.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture1/Lecture1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture10/lectur10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture11/Lecture11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture12/Lecture12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture13/L13_409.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture14/L14-409-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture15-16/L15-idc409 - L15-idc409.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture17/L17-409-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture18/L18-409-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture19/L19-409-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture20/L20-409-2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture21/lecture21-409_25.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture22/lecture22_409_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture23/lecture23_409_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture24/lecture24_409_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture25/Lecture25-409_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture26/Lecture26-409_2025.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture6/document.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture7/Lecture7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture8/Lecture8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/LectureNotes/Lecture9/lecture9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/409/2025/QuestionsMidSemBank.pdf |  |  | Already QPR-LFS-R2
SKIPPED | IDC/621/2026/Module4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A10.solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A10new.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A11.solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A11new.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A6.solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A7.solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A9.corrected.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2021/Assignment/A9new.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Asignments/Assignment.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Asignments/Practice-Problems.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Papers/EndSemester.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Papers/MidsemesterPaper.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2022/Tutorials/Tutorial-Discussion-09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Lecture Notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Thinking Mathematically 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/Tutorials/t7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2023/excercise sheet.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2024/tutorials_varadharaj/MTH101_tutorial_problems.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Assignment & Papers/mth101 Assignment-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Assignment & Papers/mth101 midsem paper.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-13.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-14.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-16.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-17.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-18.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-19a.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-19b.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-20.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-21.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-22.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-23.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-24.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Lecture Notes/mth101 lecture-9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial 7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/101/2025/Tutorials/mth101 tutorial-8 (lebelled 9).pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW-5 sols.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW-5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW-6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW-7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW2-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW3-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW4-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW6-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW7-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/HW8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/Jan-HW-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/Jan-HW-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/Jan-HW-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/Jan-HW-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/MTH-HW-10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/MTH-HW-11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/MTH-HW-8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2016/Assignments/MTH102-HW-9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2018/Assignments/MTH102-HW7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2022/Papers/Math 102 Endsems.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2022/Papers/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2022/Papers/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Binomial_Expectation_Variance_Solution_SheldonRoss.docx |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Notes_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Notes_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Notes_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Notes_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2024/Notes/Notes_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2025-01-23-exercise02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2025-02-13-exercise04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-01-09-exercise01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-01-28-exercise03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-02-20-exercise05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-03-20-exercise06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-03-27-exercise07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-04-08-exercise08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-04-17-exercise09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/Assignments/2026-04-24-exercise10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2025/MTH102 ALL Assignments.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Endsem/MTH102(2026).jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Endsem/MTH102_EndSem2026.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2025-01-23-exercise02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2025-02-13-exercise04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-01-09-exercise01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-01-28-exercise03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-02-20-exercise05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-03-20-exercise06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-03-27-exercise07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-04-08-exercise08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-04-17-exercise09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Exercises/2026-04-24-exercise10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Midsem/IMG_20260205_130350_1_20260205_191951.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Midsem/MTH102_midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/102/2026/Midsem/MTH102_midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW1-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW10-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW11-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW2-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW3-sol.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW4-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW5-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW6-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW7-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW8-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW9-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/HW9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2019/Assignments/MidTerm1-soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-09-10-exercise01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-09-13-exercise02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-09-24-exercise03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-10-01-exercise04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-10-10-exercise05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-10-10-exercise06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-10-26-exercise06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-11-13-exercises07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Assignments/2021-11-30-exercises08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/MTH 201 Midsem .pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2021/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-09-12-exercise02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-10-03-exercise03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-10-11-exercise04 solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-10-11-exercise04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-10-26-exercise05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-11-05-exercise06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-11-19-exercise07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/2022-12-01-exercise08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/exercise01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2022/Exercises/exercise01soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Assignments/MTH201_Assign_6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Endsem/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/LectureNotes/mth201_6_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2025/Midsem/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/2026/Midsem/photo-2026-04-19T18-36-07-961Z.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises13.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/exercises9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/201/unknown/CurvesAndSurfaces_ExercisesAndQuizzes/quizzes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign1 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign11 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign2 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign3 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign4 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign5 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign6 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign7 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/assign8 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln1 ms15.pdf |  |  | Already QPR-LFS-R2
